,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,Y,target
11936,No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1,0,0,0,,1
10447,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,36,Divorced,1,Some college - no degree,Office & Administrative Support,$25000 - $37499,never,gt8,4~8,4~8,less1,1,0,0,,0
10865,Home,Partner,Sunny,30,10PM,Bar,2h,Male,41,Single,0,Bachelors degree,Business & Financial,$62500 - $74999,1~3,4~8,1~3,4~8,4~8,1,1,0,,1
12567,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,26,Married partner,0,Bachelors degree,Office & Administrative Support,$50000 - $62499,never,less1,1~3,1~3,never,0,0,1,,0
12130,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,21,Unmarried partner,0,Bachelors degree,Unemployed,$25000 - $37499,never,never,1~3,1~3,less1,0,0,0,,1
10573,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less1,4~8,4~8,gt8,1~3,0,0,0,,0
7376,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Male,below21,Unmarried partner,0,Some college - no degree,Student,$87500 - $99999,never,1~3,1~3,1~3,less1,1,0,0,,0
4507,No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),2h,Female,36,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$62500 - $74999,1~3,gt8,4~8,gt8,1~3,0,0,0,,1
907,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,31,Unmarried partner,1,Associates degree,Education&Training&Library,$50000 - $62499,never,never,4~8,,never,1,0,0,,1
10617,Work,Alone,Rainy,55,7AM,Bar,1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less1,less1,4~8,gt8,gt8,1,1,0,,0
4213,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,41,Married partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,less1,less1,gt8,gt8,4~8,1,0,1,,0
2325,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,31,Single,0,Bachelors degree,Sales & Related,$25000 - $37499,4~8,1~3,1~3,4~8,1~3,1,0,0,,1
5548,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,41,Married partner,1,Bachelors degree,Education&Training&Library,$25000 - $37499,never,1~3,1~3,1~3,1~3,0,0,0,,1
5736,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Male,21,Single,0,Some college - no degree,Student,$100000 or More,less1,1~3,1~3,1~3,less1,1,0,0,,0
879,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,26,Unmarried partner,0,Associates degree,Community & Social Services,$50000 - $62499,never,1~3,1~3,1~3,less1,1,0,0,,0
11801,No Urgent Place,Kid(s),Sunny,30,10PM,Restaurant(20-50),2h,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,never,less1,4~8,1~3,less1,0,0,0,,0
5147,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Student,$50000 - $62499,less1,never,4~8,less1,never,0,0,1,,0
8731,Home,Partner,Sunny,80,6PM,Coffee House,1d,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,gt8,4~8,less1,0,0,1,,0
10919,Home,Partner,Sunny,30,6PM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,1~3,1~3,4~8,1~3,less1,1,1,0,,1
7478,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Female,31,Unmarried partner,1,Graduate degree (Masters or Doctorate),Life Physical Social Science,$50000 - $62499,never,never,less1,less1,never,1,1,0,,1
8954,Work,Alone,Rainy,55,7AM,Bar,1d,Female,31,Married partner,1,Associates degree,Student,$87500 - $99999,never,4~8,4~8,less1,less1,1,1,0,,0
2309,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,50plus,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,never,gt8,never,4~8,less1,1,1,0,,0
934,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Female,31,Single,0,Graduate degree (Masters or Doctorate),Life Physical Social Science,$50000 - $62499,1~3,4~8,4~8,4~8,4~8,0,0,0,,1
7066,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Male,26,Married partner,0,Associates degree,Building & Grounds Cleaning & Maintenance,$37500 - $49999,less1,less1,1~3,1~3,less1,0,0,0,,1
10768,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,31,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$50000 - $62499,less1,1~3,less1,1~3,less1,1,0,0,,0
8292,Home,Alone,Sunny,80,6PM,Bar,2h,Male,21,Single,0,Associates degree,Computer & Mathematical,$37500 - $49999,never,less1,1~3,less1,less1,0,0,1,,0
3370,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Male,26,Single,0,High School Graduate,Sales & Related,$12500 - $24999,never,never,4~8,1~3,never,0,0,0,,1
7369,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,1,0,,0
259,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,0,0,0,,1
972,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,36,Married partner,1,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$87500 - $99999,less1,less1,1~3,4~8,less1,1,0,0,,1
10985,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,21,Single,0,Some college - no degree,Student,$100000 or More,less1,1~3,1~3,less1,less1,0,0,0,,1
10371,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,1,1,0,,0
11903,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Male,26,Single,0,Some college - no degree,Unemployed,$100000 or More,1~3,never,4~8,1~3,less1,0,0,1,,1
7680,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Male,36,Single,0,Some college - no degree,Construction & Extraction,$50000 - $62499,never,never,1~3,less1,less1,1,1,0,,0
5794,No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),1d,Female,31,Unmarried partner,1,Bachelors degree,Management,$25000 - $37499,4~8,less1,1~3,4~8,1~3,0,0,0,,1
8326,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,less1,4~8,gt8,1~3,less1,0,0,0,,1
8245,No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,never,4~8,1~3,4~8,less1,1,0,0,,1
3716,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,50plus,Single,0,Bachelors degree,Sales & Related,$25000 - $37499,never,less1,1~3,1~3,1~3,0,0,0,,0
10645,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,less1,1~3,4~8,4~8,1~3,0,0,0,,0
1291,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,never,4~8,4~8,1~3,less1,1,0,0,,0
6148,No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),1d,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,never,never,less1,4~8,1~3,1,0,0,,0
3008,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,1~3,never,4~8,less1,less1,1,0,0,,0
9820,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,4~8,1~3,4~8,1~3,less1,0,0,0,,1
10372,Home,Partner,Sunny,55,10PM,Bar,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,1,1,0,,0
10956,No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,31,Married partner,1,Bachelors degree,Student,$37500 - $49999,never,less1,gt8,4~8,less1,0,0,0,,1
6114,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$75000 - $87499,1~3,never,1~3,1~3,less1,0,0,0,,0
5299,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,46,Unmarried partner,0,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less1,1~3,less1,less1,1,0,1,,1
791,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,46,Married partner,1,Some college - no degree,Sales & Related,$25000 - $37499,less1,less1,1~3,less1,never,1,0,0,,0
8735,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,gt8,4~8,less1,1,1,0,,0
2341,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,31,Married partner,1,Some college - no degree,Education&Training&Library,$50000 - $62499,less1,1~3,4~8,4~8,less1,1,0,0,,1
10518,Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2h,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,4~8,1~3,4~8,1~3,1,0,0,,0
12060,Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Male,46,Married partner,1,Bachelors degree,Community & Social Services,$100000 or More,less1,never,1~3,1~3,1~3,0,0,0,,0
2767,No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$50000 - $62499,never,never,less1,less1,less1,1,0,0,,0
9593,Work,Alone,Sunny,30,7AM,Bar,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,1,,0
11480,No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Female,41,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$87500 - $99999,1~3,1~3,4~8,4~8,1~3,1,0,0,,0
10194,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Female,50plus,Widowed,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,never,1~3,4~8,less1,0,0,1,,1
5593,Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,never,less1,gt8,1~3,never,1,0,0,,0
5859,No Urgent Place,Partner,Sunny,80,2PM,Coffee House,2h,Female,26,Married partner,0,Graduate degree (Masters or Doctorate),Community & Social Services,$50000 - $62499,less1,less1,less1,gt8,less1,0,0,0,,0
8379,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$12500 - $24999,less1,4~8,4~8,gt8,less1,0,0,0,,0
10381,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,1,0,1,,0
7532,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,never,less1,gt8,4~8,less1,0,0,0,,0
2231,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,26,Married partner,0,Associates degree,Management,$12500 - $24999,never,less1,gt8,4~8,never,1,0,0,,0
1723,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,less1,gt8,1~3,1,0,0,,1
2715,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,21,Single,0,Bachelors degree,Computer & Mathematical,$87500 - $99999,1~3,1~3,1~3,4~8,1~3,1,0,0,,1
2347,No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Female,31,Married partner,1,Some college - no degree,Education&Training&Library,$50000 - $62499,less1,1~3,4~8,4~8,less1,1,0,0,,1
8279,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Male,21,Single,0,Associates degree,Computer & Mathematical,$37500 - $49999,never,less1,1~3,less1,less1,0,0,0,,1
1930,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,31,Single,0,Bachelors degree,Transportation & Material Moving,$25000 - $37499,less1,1~3,4~8,gt8,less1,1,0,0,,1
2901,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Male,21,Single,0,Some college - no degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,less1,1,0,0,,1
5269,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,4~8,1~3,4~8,less1,1,0,0,,1
59,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,46,Single,0,Some college - no degree,Student,$12500 - $24999,never,4~8,1~3,1~3,never,0,0,0,,0
11257,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Male,31,Single,0,Some college - no degree,Transportation & Material Moving,$50000 - $62499,1~3,4~8,4~8,4~8,1~3,1,0,0,,1
12297,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,0,0,1,,1
3624,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Student,$62500 - $74999,4~8,4~8,1~3,1~3,less1,0,0,0,,1
7128,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$62500 - $74999,less1,less1,4~8,4~8,less1,0,0,1,,1
9923,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Female,21,Single,0,Bachelors degree,Business & Financial,$50000 - $62499,less1,gt8,gt8,gt8,4~8,1,0,0,,1
10115,Work,Alone,Sunny,30,7AM,Bar,1d,Female,36,Married partner,1,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$87500 - $99999,1~3,4~8,4~8,4~8,1~3,1,0,1,,1
11181,Home,Alone,Snowy,30,10PM,Carry out & Take away,1d,Female,below21,Unmarried partner,1,Some college - no degree,Education&Training&Library,$37500 - $49999,never,gt8,gt8,gt8,less1,1,1,0,,1
1492,Home,Alone,Sunny,55,6PM,Bar,1d,Female,50plus,Unmarried partner,1,Some college - no degree,Retired,$37500 - $49999,never,1~3,less1,1~3,1~3,0,0,1,,0
8056,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Male,31,Single,0,Some college - no degree,Unemployed,$12500 - $24999,1~3,less1,4~8,less1,never,1,1,0,,0
12169,Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,0,0,0,,0
590,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Office & Administrative Support,$50000 - $62499,4~8,never,4~8,1~3,less1,0,0,0,,0
4635,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,50plus,Divorced,1,Graduate degree (Masters or Doctorate),Sales & Related,$37500 - $49999,less1,1~3,4~8,1~3,less1,1,0,0,,0
10679,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,never,1~3,less1,never,1,0,0,,0
3074,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,26,Single,0,High School Graduate,Unemployed,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,0,0,0,,1
2490,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,46,Single,1,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,never,never,gt8,4~8,less1,1,0,0,,1
1228,Home,Alone,Sunny,55,6PM,Bar,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,never,1~3,1~3,never,1~3,0,0,1,,1
11356,Home,Alone,Snowy,30,10PM,Coffee House,2h,Male,31,Single,0,Associates degree,Unemployed,Less than $12500,less1,less1,less1,1~3,less1,1,0,0,,0
7269,No Urgent Place,Partner,Sunny,80,10PM,Restaurant(<20),1d,Female,26,Married partner,0,Associates degree,Unemployed,$37500 - $49999,less1,1~3,1~3,1~3,1~3,1,0,0,,0
3946,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,1,0,0,,1
3681,Home,Alone,Sunny,55,6PM,Bar,1d,Male,26,Married partner,0,Bachelors degree,Life Physical Social Science,$37500 - $49999,less1,1~3,1~3,1~3,less1,0,0,1,,0
11089,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Male,50plus,Divorced,1,Some college - no degree,Production Occupations,$37500 - $49999,1~3,4~8,4~8,gt8,4~8,1,0,1,,1
1683,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,46,Single,0,Bachelors degree,Management,$100000 or More,never,less1,4~8,1~3,never,1,0,0,,1
1465,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,less1,1~3,1~3,less1,1~3,1,0,0,,1
6217,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,41,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$62500 - $74999,less1,less1,1~3,1~3,less1,1,0,0,,1
4796,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never,0,0,1,,0
9947,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,31,Single,0,Bachelors degree,Education&Training&Library,$50000 - $62499,never,never,1~3,1~3,1~3,1,0,0,,1
8724,No Urgent Place,Partner,Sunny,30,10AM,Bar,1d,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,gt8,4~8,less1,1,0,0,,1
6637,Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,26,Single,0,Bachelors degree,Business & Financial,$100000 or More,4~8,1~3,1~3,1~3,less1,1,1,0,,1
10465,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,36,Divorced,1,Some college - no degree,Office & Administrative Support,$25000 - $37499,never,gt8,4~8,4~8,less1,1,0,1,,0
12405,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,less1,,1~3,1~3,1~3,1,0,1,,1
10601,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less1,less1,4~8,gt8,gt8,1,0,0,,1
3552,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,21,Single,0,Some college - no degree,Student,Less than $12500,gt8,4~8,4~8,4~8,1~3,1,1,0,,1
310,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Male,41,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$50000 - $62499,never,1~3,1~3,1~3,less1,1,0,0,,0
5182,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,never,never,4~8,4~8,less1,1,1,0,,0
7287,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,never,never,less1,less1,less1,0,0,0,,1
9605,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,0,0,0,,0
10721,Work,Alone,Rainy,55,7AM,Bar,1d,Female,41,Single,1,Bachelors degree,Healthcare Support,$75000 - $87499,less1,less1,1~3,1~3,less1,1,1,0,,1
1384,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,1~3,less1,1~3,1~3,less1,0,0,0,,1
3656,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Female,31,Married partner,1,Bachelors degree,Sales & Related,$12500 - $24999,less1,1~3,1~3,1~3,less1,0,0,0,,1
11051,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,46,Single,0,Some college - no degree,Sales & Related,Less than $12500,1~3,1~3,4~8,4~8,4~8,0,0,0,,1
1175,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,gt8,4~8,gt8,4~8,1,0,0,,0
3713,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,50plus,Single,0,Bachelors degree,Sales & Related,$25000 - $37499,never,less1,1~3,1~3,1~3,0,0,0,,1
4970,Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Sales & Related,$100000 or More,less1,4~8,1~3,4~8,1~3,1,1,0,,1
5429,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Personal Care & Service,$12500 - $24999,never,,1~3,1~3,less1,1,0,1,,1
12559,Home,Alone,Snowy,30,10PM,Coffee House,2h,Female,26,Married partner,0,Bachelors degree,Office & Administrative Support,$50000 - $62499,never,less1,1~3,1~3,never,1,0,0,,0
8162,Home,Partner,Sunny,80,6PM,Coffee House,1d,Female,46,Unmarried partner,0,Graduate degree (Masters or Doctorate),Unemployed,$100000 or More,never,less1,less1,1~3,less1,0,0,1,,0
5699,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,26,Married partner,0,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,4~8,1~3,4~8,4~8,1~3,1,0,0,,1
3237,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,1~3,1~3,1~3,1~3,1,0,0,,1
7488,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Male,26,Single,0,Bachelors degree,Unemployed,$62500 - $74999,4~8,never,4~8,1~3,less1,0,0,0,,1
3638,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,21,Single,0,Bachelors degree,Student,$62500 - $74999,4~8,4~8,1~3,1~3,less1,1,0,0,,1
2225,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,36,Married partner,0,Associates degree,Protective Service,$100000 or More,4~8,never,4~8,4~8,1~3,0,0,0,,1
8585,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Female,21,Unmarried partner,0,Bachelors degree,Education&Training&Library,$25000 - $37499,1~3,1~3,less1,1~3,never,1,0,0,,0
