,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,target,to_Coupon,coupon_freq,occupation_class
3296,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,21,Single,0,Some college - no degree,Student,$50000 - $62499,never,4~8,4~8,1~3,less1,0,0,0,0,0,never,Medium_High_Acceptance
801,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,46,Married partner,1,Some college - no degree,Sales & Related,$25000 - $37499,less1,less1,1~3,less1,never,1,0,0,0,1,never,Medium_Low_Acceptance
1866,Home,Alone,Sunny,55,6PM,Bar,1d,Male,21,Single,0,Bachelors degree,Architecture & Engineering,$50000 - $62499,1~3,never,less1,4~8,never,0,0,1,1,0,1~3,High_Acceptance
2754,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,36,Single,0,Some college - no degree,Sales & Related,$50000 - $62499,never,never,less1,4~8,less1,0,0,0,1,0,4~8,Medium_Low_Acceptance
271,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,1,0,0,0,1,less1,Medium_Low_Acceptance
7527,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,never,less1,gt8,4~8,less1,0,0,0,0,0,less1,High_Acceptance
2408,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,4~8,4~8,4~8,4~8,less1,0,0,0,1,0,4~8,Low_Acceptance
8949,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,31,Married partner,1,Associates degree,Student,$87500 - $99999,never,4~8,4~8,less1,less1,1,1,0,1,2,less1,Medium_High_Acceptance
4914,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,4~8,4~8,never,1,0,1,1,1,1~3,Low_Acceptance
6916,No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Male,31,Unmarried partner,0,Some college - no degree,Sales & Related,$62500 - $74999,gt8,1~3,1~3,4~8,less1,1,0,0,1,1,1~3,Medium_Low_Acceptance
7354,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,less1,1~3,1~3,less1,1,0,0,0,1,never,Low_Acceptance
2281,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Female,41,Single,1,Some college - no degree,Office & Administrative Support,$25000 - $37499,less1,less1,less1,less1,never,0,0,0,1,0,less1,Medium_High_Acceptance
8971,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,1~3,4~8,1,1,0,1,2,1~3,Medium_Acceptance
7771,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Male,21,Unmarried partner,0,Bachelors degree,Business & Financial,$62500 - $74999,4~8,1~3,4~8,1~3,less1,1,1,0,0,2,less1,Medium_Acceptance
5359,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,26,Unmarried partner,0,Associates degree,Office & Administrative Support,$12500 - $24999,less1,1~3,1~3,1~3,1~3,0,0,0,0,0,1~3,Medium_High_Acceptance
11613,No Urgent Place,Kid(s),Sunny,30,10PM,Restaurant(20-50),2h,Male,41,Married partner,1,Some college - no degree,Business & Financial,$100000 or More,less1,less1,1~3,1~3,less1,0,0,0,0,0,less1,Medium_Acceptance
5941,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,21,Married partner,0,Some college - no degree,Unemployed,$37500 - $49999,less1,less1,1~3,1~3,1~3,1,0,0,1,1,1~3,Medium_Low_Acceptance
2016,No Urgent Place,Partner,Sunny,80,10AM,Bar,2h,Female,50plus,Married partner,1,Associates degree,Legal,$100000 or More,less1,never,gt8,4~8,1~3,0,0,0,0,0,less1,Low_Acceptance
5190,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,never,never,4~8,4~8,less1,1,1,0,1,2,4~8,Low_Acceptance
5374,No Urgent Place,Alone,Sunny,80,2PM,Restaurant(<20),2h,Male,26,Single,0,Bachelors degree,Business & Financial,$100000 or More,4~8,1~3,1~3,1~3,less1,1,0,0,0,1,1~3,Medium_Acceptance
2814,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,below21,Single,0,Some college - no degree,Student,$50000 - $62499,never,1~3,4~8,4~8,less1,1,0,0,0,1,less1,Medium_High_Acceptance
11641,No Urgent Place,Alone,Rainy,55,2PM,Carry out & Take away,2h,Male,21,Single,0,Some college - no degree,Student,Less than $12500,less1,less1,less1,1~3,1~3,0,0,0,1,0,less1,Medium_High_Acceptance
7402,No Urgent Place,Friend(s),Snowy,30,10AM,Carry out & Take away,1d,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,less1,1~3,1~3,less1,1~3,1,0,0,0,1,1~3,Medium_Acceptance
9313,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,below21,Single,0,High School Graduate,Student,$87500 - $99999,never,less1,1~3,4~8,4~8,1,0,1,1,1,1~3,Medium_High_Acceptance
12109,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Female,36,Married partner,0,Bachelors degree,Unemployed,$25000 - $37499,less1,1~3,4~8,4~8,4~8,1,0,0,1,1,less1,Medium_Low_Acceptance
4705,No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),2h,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,0,0,0,1,0,1~3,Medium_High_Acceptance
3333,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,46,Unmarried partner,1,Bachelors degree,Business & Financial,$62500 - $74999,never,less1,4~8,1~3,never,0,0,0,1,0,less1,Medium_Acceptance
3755,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,26,Unmarried partner,0,Some college - no degree,Food Preparation & Serving Related,$25000 - $37499,less1,less1,1~3,less1,1~3,1,0,0,0,1,less1,Medium_Acceptance
6917,No Urgent Place,Partner,Sunny,80,10PM,Restaurant(<20),1d,Male,31,Unmarried partner,0,Some college - no degree,Sales & Related,$62500 - $74999,gt8,1~3,1~3,4~8,less1,1,0,0,1,1,4~8,Medium_Low_Acceptance
4064,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,0,0,0,0,0,never,Medium_Acceptance
7768,Home,Alone,Sunny,80,6PM,Bar,2h,Male,21,Unmarried partner,0,Bachelors degree,Business & Financial,$62500 - $74999,4~8,1~3,4~8,1~3,less1,0,0,1,1,0,4~8,Medium_Acceptance
12044,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,46,Married partner,1,Bachelors degree,Community & Social Services,$100000 or More,less1,never,1~3,1~3,1~3,0,0,0,1,0,1~3,Low_Acceptance
668,Home,Alone,Sunny,55,6PM,Bar,1d,Male,31,Married partner,0,Some college - no degree,Construction & Extraction,$100000 or More,1~3,never,4~8,1~3,1~3,0,0,1,1,0,1~3,High_Acceptance
3672,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,26,Married partner,0,Bachelors degree,Life Physical Social Science,$37500 - $49999,less1,1~3,1~3,1~3,less1,1,0,0,0,1,1~3,Medium_Acceptance
3947,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3,0,0,0,0,0,1~3,Medium_Acceptance
4013,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8,0,0,1,1,0,4~8,Low_Acceptance
2881,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$50000 - $62499,never,1~3,4~8,1~3,1~3,1,0,0,0,1,never,Low_Acceptance
8976,Work,Alone,Rainy,55,7AM,Bar,1d,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,1~3,4~8,1,1,0,1,2,never,Medium_Acceptance
9442,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,never,less1,gt8,gt8,never,0,0,1,1,0,less1,Medium_Acceptance
6010,Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Female,26,Single,0,Bachelors degree,Unemployed,Less than $12500,4~8,1~3,gt8,4~8,1~3,1,0,0,0,1,1~3,Medium_Low_Acceptance
688,No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Male,36,Married partner,1,Some college - no degree,Management,$50000 - $62499,less1,1~3,4~8,1~3,1~3,1,0,0,1,1,1~3,Medium_Acceptance
2711,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,41,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,less1,1~3,1~3,4~8,less1,1,0,0,0,1,1~3,Low_Acceptance
8344,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Male,26,Unmarried partner,0,Bachelors degree,Sales & Related,$75000 - $87499,never,never,1~3,4~8,1~3,1,0,0,0,1,1~3,Medium_Low_Acceptance
10489,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,1~3,1~3,1~3,less1,less1,1,0,0,0,1,less1,Medium_High_Acceptance
4998,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,$100000 or More,never,never,less1,never,never,0,0,1,0,0,never,Medium_Low_Acceptance
7175,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,0,0,0,1,0,gt8,Medium_Acceptance
9368,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,below21,Single,0,Some college - no degree,Student,$37500 - $49999,never,never,never,less1,less1,0,0,1,1,0,less1,Medium_High_Acceptance
2418,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,4~8,4~8,4~8,4~8,less1,0,0,0,1,0,4~8,Low_Acceptance
6208,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,31,Unmarried partner,0,Some High School,Computer & Mathematical,$12500 - $24999,1~3,1~3,4~8,1~3,less1,0,0,1,1,0,4~8,Medium_Acceptance
6604,No Urgent Place,Kid(s),Rainy,55,10AM,Coffee House,1d,Male,36,Married partner,1,Bachelors degree,Sales & Related,$62500 - $74999,never,never,less1,1~3,1~3,0,0,0,1,0,never,Medium_Low_Acceptance
833,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,50plus,Married partner,1,Bachelors degree,Retired,$87500 - $99999,never,never,less1,1~3,less1,1,0,0,1,1,never,Low_Acceptance
8884,Work,Alone,Sunny,30,7AM,Bar,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Healthcare Support,$37500 - $49999,4~8,1~3,4~8,1~3,less1,1,0,1,1,1,4~8,High_Acceptance
10215,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1,0,0,1,1,0,4~8,Medium_Acceptance
2322,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Female,31,Single,0,Bachelors degree,Sales & Related,$25000 - $37499,4~8,1~3,1~3,4~8,1~3,0,0,0,0,0,1~3,Medium_Low_Acceptance
7391,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Male,below21,Unmarried partner,0,Some college - no degree,Student,$87500 - $99999,never,1~3,1~3,1~3,less1,1,1,0,1,2,less1,Medium_High_Acceptance
1082,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,41,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$25000 - $37499,never,1~3,gt8,4~8,less1,1,0,0,0,1,1~3,Low_Acceptance
10360,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,1,0,0,0,1,less1,Medium_Acceptance
8273,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Female,36,Married partner,1,Associates degree,Healthcare Practitioners & Technical,$75000 - $87499,less1,never,4~8,1~3,less1,1,1,0,1,2,1~3,High_Acceptance
5485,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,never,less1,less1,less1,never,0,0,1,0,0,less1,Medium_Acceptance
8554,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Female,36,Unmarried partner,0,Associates degree,Unemployed,$75000 - $87499,never,never,gt8,gt8,1~3,0,0,0,0,0,1~3,Medium_Low_Acceptance
4024,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,0,1,0,4~8,Medium_Acceptance
9636,Work,Alone,Sunny,30,7AM,Bar,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,1,1,1,4~8,Medium_High_Acceptance
8676,No Urgent Place,Friend(s),Sunny,55,10AM,Coffee House,1d,Male,26,Single,0,Bachelors degree,Business & Financial,$100000 or More,4~8,1~3,less1,1~3,less1,1,0,0,1,1,1~3,Medium_Acceptance
9374,Work,Alone,Sunny,30,7AM,Bar,1d,Male,below21,Single,0,Some college - no degree,Student,$37500 - $49999,never,never,never,less1,less1,1,0,1,1,1,never,Medium_High_Acceptance
11054,Work,Alone,Snowy,30,7AM,Coffee House,1d,Male,46,Single,0,Some college - no degree,Sales & Related,Less than $12500,1~3,1~3,4~8,4~8,4~8,0,0,1,1,0,1~3,Medium_Low_Acceptance
3774,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,41,Married partner,1,Bachelors degree,Management,$62500 - $74999,1~3,4~8,4~8,4~8,1~3,1,0,0,0,1,1~3,Medium_Acceptance
11445,Home,Alone,Snowy,30,10PM,Coffee House,2h,Male,31,Married partner,0,Bachelors degree,Sales & Related,$75000 - $87499,1~3,1~3,4~8,4~8,4~8,1,0,0,1,1,1~3,Medium_Low_Acceptance
1537,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,36,Married partner,1,Some college - no degree,Construction & Extraction,$12500 - $24999,never,1~3,1~3,less1,less1,1,0,0,1,1,less1,High_Acceptance
11439,No Urgent Place,Partner,Sunny,30,10AM,Restaurant(20-50),1d,Male,31,Married partner,0,Bachelors degree,Sales & Related,$75000 - $87499,1~3,1~3,4~8,4~8,4~8,0,0,0,1,0,4~8,Medium_Low_Acceptance
6178,No Urgent Place,Partner,Sunny,80,2PM,Coffee House,2h,Female,21,Unmarried partner,0,Some college - no degree,Sales & Related,$25000 - $37499,never,less1,less1,less1,never,0,0,0,1,0,less1,Medium_Low_Acceptance
2572,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Female,50plus,Married partner,1,Some college - no degree,Education&Training&Library,$25000 - $37499,never,less1,gt8,4~8,less1,1,0,0,0,1,less1,Low_Acceptance
7276,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Female,26,Married partner,0,Associates degree,Unemployed,$37500 - $49999,less1,1~3,1~3,1~3,1~3,0,0,0,0,0,1~3,Medium_Low_Acceptance
7454,Home,Partner,Sunny,30,10PM,Carry out & Take away,2h,Female,50plus,Married partner,1,Bachelors degree,Sales & Related,$50000 - $62499,4~8,4~8,1~3,1~3,less1,1,0,0,1,1,1~3,Medium_Low_Acceptance
9517,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,0,0,0,1,0,1~3,Medium_Low_Acceptance
8361,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Male,26,Unmarried partner,0,Bachelors degree,Sales & Related,$75000 - $87499,never,never,1~3,4~8,1~3,1,1,0,1,2,4~8,Medium_Low_Acceptance
10043,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,26,Married partner,0,Graduate degree (Masters or Doctorate),Community & Social Services,$100000 or More,less1,gt8,4~8,gt8,1~3,1,1,0,0,2,gt8,Low_Acceptance
4981,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Sales & Related,$100000 or More,less1,4~8,1~3,4~8,1~3,0,0,1,1,0,1~3,Medium_Low_Acceptance
7977,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Male,36,Married partner,1,Bachelors degree,Business & Financial,$75000 - $87499,less1,less1,4~8,1~3,1~3,0,0,0,0,0,1~3,Medium_Acceptance
6086,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Unemployed,Less than $12500,never,gt8,1~3,less1,less1,1,0,1,1,1,gt8,Medium_Low_Acceptance
9951,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,31,Single,0,Bachelors degree,Education&Training&Library,$50000 - $62499,never,never,1~3,1~3,1~3,1,0,0,1,1,never,Low_Acceptance
598,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,26,Single,0,Bachelors degree,Office & Administrative Support,$50000 - $62499,4~8,never,4~8,1~3,less1,1,0,0,1,1,1~3,Medium_High_Acceptance
5167,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,36,Married partner,0,Bachelors degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,1~3,4~8,1~3,1~3,1,0,1,1,1,1~3,Low_Acceptance
7118,No Urgent Place,Partner,Rainy,55,2PM,Restaurant(<20),2h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$62500 - $74999,less1,less1,4~8,4~8,less1,1,0,0,0,1,4~8,Low_Acceptance
1201,No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,1~3,less1,4~8,4~8,less1,1,0,0,1,1,4~8,Medium_Low_Acceptance
18,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,21,Unmarried partner,1,Some college - no degree,Unemployed,$37500 - $49999,never,never,1~3,4~8,1~3,1,0,0,1,1,1~3,Medium_Low_Acceptance
2394,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Female,50plus,Married partner,1,Some college - no degree,Transportation & Material Moving,$75000 - $87499,never,never,4~8,gt8,less1,1,0,0,0,1,4~8,Medium_High_Acceptance
491,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never,1,0,0,0,1,never,Medium_Low_Acceptance
9237,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,50plus,Married partner,1,Some college - no degree,Office & Administrative Support,$62500 - $74999,1~3,never,1~3,1~3,less1,1,1,0,0,2,1~3,Medium_High_Acceptance
7770,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Male,21,Unmarried partner,0,Bachelors degree,Business & Financial,$62500 - $74999,4~8,1~3,4~8,1~3,less1,1,1,0,0,2,1~3,Medium_Acceptance
4826,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1,1,1,0,1,2,1~3,Low_Acceptance
2602,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,50plus,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,1~3,1~3,less1,1~3,less1,0,0,0,0,0,1~3,Medium_High_Acceptance
9528,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never,1,0,1,1,1,1~3,Medium_Low_Acceptance
7428,Home,Alone,Rainy,55,10PM,Coffee House,1d,Female,26,Single,0,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,less1,4~8,1~3,never,0,0,1,1,0,less1,Medium_Acceptance
8400,Home,Alone,Snowy,30,6PM,Coffee House,1d,Female,50plus,Single,0,Bachelors degree,Installation Maintenance & Repair,$25000 - $37499,never,4~8,4~8,gt8,less1,1,0,0,1,1,4~8,Medium_Low_Acceptance
3058,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,less1,gt8,4~8,gt8,less1,0,0,0,1,0,gt8,Medium_Acceptance
7618,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8,1,1,0,1,2,1~3,Medium_Acceptance
8513,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,less1,1~3,1~3,less1,1~3,1,1,0,0,2,less1,Medium_Acceptance
2003,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,21,Married partner,0,Bachelors degree,Management,$50000 - $62499,never,never,4~8,4~8,1~3,1,0,0,0,1,1~3,Medium_Acceptance
9250,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,gt8,4~8,4~8,1~3,1,0,0,0,1,gt8,Medium_Acceptance
9473,No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,0,0,0,1,0,1~3,Medium_Acceptance
5097,Home,Alone,Sunny,80,10PM,Bar,1d,Male,21,Single,0,High School Graduate,Unemployed,$25000 - $37499,less1,1~3,4~8,1~3,less1,1,0,1,0,1,less1,Medium_Low_Acceptance
8707,Home,Alone,Snowy,30,6PM,Coffee House,1d,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,1~3,4~8,less1,4~8,less1,1,0,0,1,1,4~8,Medium_Acceptance
5919,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,21,Single,0,Some college - no degree,Student,Less than $12500,gt8,gt8,1~3,less1,never,1,0,0,0,1,less1,Medium_High_Acceptance
6077,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Unemployed,Less than $12500,never,gt8,1~3,less1,less1,0,0,1,1,0,gt8,Medium_Low_Acceptance
12480,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,26,Unmarried partner,0,Some college - no degree,Office & Administrative Support,$50000 - $62499,1~3,never,4~8,4~8,less1,0,0,0,1,0,4~8,Medium_High_Acceptance
2880,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$50000 - $62499,never,1~3,4~8,1~3,1~3,1,0,0,1,1,4~8,Low_Acceptance
4536,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,46,Married partner,1,Some college - no degree,Personal Care & Service,$37500 - $49999,never,less1,less1,1~3,less1,0,0,1,0,0,1~3,Medium_Low_Acceptance
